file_path,original_text,character,zhtw
gup_crew_25_hippo/sentences/surveying_devices_destroyed_04.json,Observation device destroyed! We cannot see outside!,caesar,觀測裝置被毀！我們看不見外面！
gup_crew_25_hippo/sentences/surveying_devices_destroyed_05.json,"What's going on outside? The observation device is down, so I cannot see!",caesar,外面發生了什麼事？觀測裝置壞了，所以我看不見！
gup_crew_25_hippo/sentences/surveying_devices_destroyed_06.json,Observation device destroyed! We cannot see anything!,saemonza,觀測裝置被毀！我們什麼都看不見！
gup_crew_25_hippo/sentences/surveying_devices_destroyed_07.json,The observation device has been severely damaged!,saemonza,觀測裝置嚴重受損！
gup_crew_25_hippo/sentences/surveying_devices_destroyed_08.json,The observation device has been destroyed!,oryou,觀測裝置被毀了！
gup_crew_25_hippo/sentences/surveying_devices_destroyed_09.json,This is looking bad... The observation device has been destroyed...,oryou,情況不妙...觀測裝置被毀了...
gup_crew_25_hippo/sentences/surveying_devices_destroyed_10.json,Observation device destroyed. Stay calm and repair it.,erwin,觀測裝置被毀。保持冷靜並進行修理。
gup_crew_25_hippo/sentences/surveying_devices_destroyed_10.json,Got it.,oryou,了解。
gup_crew_25_hippo/sentences/surveying_devices_functional_01.json,The observation device is back online.,erwin,觀測裝置恢復運作。
gup_crew_25_hippo/sentences/surveying_devices_functional_02.json,The observation device has been repaired.,erwin,觀測裝置修好了。
gup_crew_25_hippo/sentences/surveying_devices_functional_03.json,We've fixed the observation device.,erwin,我們修好觀測裝置了。
gup_crew_25_hippo/sentences/surveying_devices_functional_04.json,The observation device seems to be repaired.,erwin,觀測裝置似乎修好了。
gup_crew_25_hippo/sentences/surveying_devices_functional_05.json,Observation device restored. We can see what's going on out there now.,erwin,觀測裝置修復。現在我們可以看見外面的情況了。
gup_crew_25_hippo/sentences/surveying_devices_functional_06.json,That's it. We should be able to see outside now.,erwin,就是這樣。現在我們應該能看見外面了。
gup_crew_25_hippo/sentences/surveying_devices_functional_07.json,Observation device repaired. Can you see now?,caesar,觀測裝置修理完畢。現在能看見了嗎？
gup_crew_25_hippo/sentences/surveying_devices_functional_08.json,The observation device is repaired. Visual is clear.,caesar,觀測裝置修好了。視野清晰。
gup_crew_25_hippo/sentences/surveying_devices_functional_09.json,The observation device has now been fixed!,caesar,觀測裝置現在已經修復了！
gup_crew_25_hippo/sentences/surveying_devices_functional_10.json,"Nice, this should allow us to see our surroundings now.",saemonza,太好了，這下我們應該能看清周遭環境了。
gup_crew_25_hippo/sentences/surveying_devices_functional_11.json,Repair is done! Our view is back!,saemonza,修理完成！我們的視野恢復了！
gup_crew_25_hippo/sentences/surveying_devices_functional_12.json,We repaired the observation device.,oryou,我們修好觀測裝置了。
gup_crew_25_hippo/sentences/surveying_devices_functional_13.json,The repair of the observation device is complete.,oryou,觀測裝置的修理完成了。
gup_crew_25_hippo/sentences/surveying_devices_functional_14.json,The observation device is back online.,oryou,觀測裝置恢復運作。
gup_crew_25_hippo/sentences/target_captured_01.json,We've got them in our sights!,caesar,我們把他們鎖定在視野內了！
gup_crew_25_hippo/sentences/target_captured_02.json,Shoot anywhere!,erwin,隨便打哪裡都行！
gup_crew_25_hippo/sentences/target_captured_03.json,Target acquired!,saemonza,鎖定目標！
gup_crew_25_hippo/sentences/target_captured_04.json,We will take this one!,oryou,就決定是這個了！
gup_crew_25_hippo/sentences/target_captured_05.json,Fire!,erwin,開火！
gup_crew_25_hippo/sentences/target_captured_06.json,Just hit them wherever you can!,caesar,能打到哪裡就打哪裡！
gup_crew_25_hippo/sentences/target_captured_07.json,This is our target now.,saemonza,這就是我們現在的目標。
gup_crew_25_hippo/sentences/target_lost_01.json,Target lost.,erwin,失去目標。
gup_crew_25_hippo/sentences/target_lost_02.json,"Hm, the target seems to disappear.",caesar,嗯，目標似乎消失了。
gup_crew_25_hippo/sentences/target_lost_03.json,We've lost the target.,saemonza,我們失去目標了。
gup_crew_25_hippo/sentences/target_lost_04.json,Target gone.,oryou,目標不見了。
gup_crew_25_hippo/sentences/target_unlocked_01.json,Let's change targets.,erwin,我們更換目標吧。
gup_crew_25_hippo/sentences/target_unlocked_02.json,Changing targets.,erwin,正在更換目標。
gup_crew_25_hippo/sentences/target_unlocked_03.json,Let's look for another target.,erwin,我們尋找其他目標吧。
gup_crew_25_hippo/sentences/target_unlocked_04.json,No need to dwell on this enemy.,erwin,沒必要對這個敵人窮追猛打。
gup_crew_25_hippo/sentences/target_unlocked_05.json,Let's focus on another enemy.,caesar,我們專注於其他敵人吧。
gup_crew_25_hippo/sentences/target_unlocked_06.json,Maybe we should leave this one for now.,caesar,也許我們該暫時放過這一個。
gup_crew_25_hippo/sentences/target_unlocked_07.json,Let our allies take care of this one.,caesar,把這個交給盟軍處理吧。
gup_crew_25_hippo/sentences/target_unlocked_08.json,Let's find another target.,saemonza,我們尋找下一個目標吧。
gup_crew_25_hippo/sentences/target_unlocked_09.json,Let's not dwell on this target.,saemonza,別執著於這個目標了。
gup_crew_25_hippo/sentences/target_unlocked_10.json,Changing targets now.,saemonza,現在更換目標。
gup_crew_25_hippo/sentences/target_unlocked_11.json,Let's focus on a different vehicle.,oryou,我們專注於不同的車輛吧。
gup_crew_25_hippo/sentences/target_unlocked_12.json,Find another target.,oryou,尋找其他目標。
gup_crew_25_hippo/sentences/target_unlocked_13.json,We are changing targets.,oryou,我們要更換目標。
gup_crew_25_hippo/sentences/track_damaged_01.json,Tracks damaged. They won't be able to take another hit.,erwin,履帶受損。他們承受不了下一擊的。
gup_crew_25_hippo/sentences/track_damaged_02.json,Tracks damaged. The next hit might destroy them.,caesar,履帶受損。下一擊可能會把它們打斷。
gup_crew_25_hippo/sentences/track_damaged_03.json,They are targeting the tracks!,saemonza,他們在瞄準履帶！
gup_crew_25_hippo/sentences/track_damaged_04.json,Their target is the tracks.,oryou,他們的目標是履帶。
gup_crew_25_hippo/sentences/track_destroyed_01.json,The tracks are severely damaged. Repair them quickly and fall back!,erwin,履帶嚴重受損。快修好它們並撤退！
gup_crew_25_hippo/sentences/track_destroyed_02.json,They've destroyed our tracks! We are immobilized!,caesar,他們打斷了我們的履帶！我們動不了了！
gup_crew_25_hippo/sentences/track_destroyed_03.json,"Tracks destroyed, we can't move! Fix them at once!",saemonza,履帶斷了，我們無法移動！馬上修理！
gup_crew_25_hippo/sentences/track_destroyed_04.json,Tracks are destroyed! We are an easy target!,oryou,履帶斷了！我們現在是活靶子！
gup_crew_25_hippo/sentences/track_functional_01.json,Tracks operational!,erwin,履帶運作正常！
gup_crew_25_hippo/sentences/track_functional_02.json,We've fixed the tracks!,caesar,我們修好履帶了！
gup_crew_25_hippo/sentences/track_functional_03.json,The tracks have been repaired!,saemonza,履帶修好了！
gup_crew_25_hippo/sentences/track_functional_04.json,We repaired the tracks.,oryou,我們修好履帶了。
gup_crew_25_hippo/sentences/track_functional_can_move_01.json,The tracks are repaired now!,erwin,履帶現在修好了！
gup_crew_25_hippo/sentences/track_functional_can_move_02.json,The tracks are fixed! We can move now.,erwin,履帶修好了！我們現在可以移動了。
gup_crew_25_hippo/sentences/track_functional_can_move_03.json,We can move now!,caesar,我們現在可以移動了！
gup_crew_25_hippo/sentences/track_functional_can_move_04.json,Let's move again!,saemonza,讓我們再次移動吧！
gup_crew_25_hippo/sentences/track_functional_can_move_05.json,Tracks have been fixed! We are mobile now.,oryou,履帶修好了！我們現在能移動了。
gup_crew_25_hippo/sentences/track_functional_can_move_06.json,Tracks repaired. Time to move.,oryou,履帶修理完畢。該移動了。
gup_crew_25_hippo/sentences/track_functional_can_move_07.json,We have fixed the tracks.,oryou,我們已經修好履帶了。
gup_crew_25_hippo/sentences/turret_rotator_damaged_01.json,The turret rotation mechanism has been damaged!,erwin,炮塔旋轉機構受損！
gup_crew_25_hippo/sentences/turret_rotator_damaged_02.json,The turret isn't turning properly. Is it okay?,saemonza,炮塔轉得不太順暢。沒問題吧？
gup_crew_25_hippo/sentences/turret_rotator_damaged_03.json,The turret rotation mechanism seems to be broken.,caesar,炮塔旋轉機構似乎壞了。
gup_crew_25_hippo/sentences/turret_rotator_destroyed_01.json,We can't move the turret! Repair it at once!,erwin,我們無法轉動炮塔！馬上修理！
gup_crew_25_hippo/sentences/turret_rotator_destroyed_02.json,The turret rotation mechanism is destroyed!,caesar,炮塔旋轉機構被毀！
gup_crew_25_hippo/sentences/turret_rotator_destroyed_03.json,The rotation mechanism has been destroyed! We cannot move the turret!,saemonza,旋轉機構被毀！我們無法轉動炮塔！
gup_crew_25_hippo/sentences/turret_rotator_destroyed_04.json,We cannot turn the turret! The rotation mechanism has been destroyed!,oryou,我們無法轉動炮塔！旋轉機構被毀了！
gup_crew_25_hippo/sentences/turret_rotator_functional_01.json,Turret rotation mechanism restored!,erwin,炮塔旋轉機構修復！
gup_crew_25_hippo/sentences/turret_rotator_functional_02.json,We fixed the turret rotation mechanism. We should be able to turn it now.,saemonza,我們修好炮塔旋轉機構了。現在應該能轉動了。
gup_crew_25_hippo/sentences/vehicle_destroyed_01.json,The curtain.,erwin,帷幕。
gup_crew_25_hippo/sentences/vehicle_destroyed_01.json,Has just fallen.,caesar,剛剛落下了。
gup_crew_25_hippo/sentences/vehicle_destroyed_01.json,On our.,saemonza,在我們的。
gup_crew_25_hippo/sentences/vehicle_destroyed_01.json,History.,oryou,歷史上。
gup_crew_25_hippo/sentences/vehicle_destroyed_02.json,This looks like the end...,erwin,看來這就是結局了...
gup_crew_25_hippo/sentences/vehicle_destroyed_02.json,"A tank filled with holes. For that is what we shall be. Boom we go, goodbye.",oryou,一輛滿是彈孔的戰車。這就是我們的下場。碰的一聲，再見了。
gup_crew_25_hippo/sentences/vehicle_destroyed_02.json,This isn't the time to say a parting haiku!,caesar,現在不是唸辭世句的時候！
gup_crew_25_hippo/sentences/vehicle_destroyed_03.json,This is no different from Hakkouda.,oryou,這跟八甲田山事件有什麼兩樣。
gup_crew_25_hippo/sentences/vehicle_destroyed_03.json,Fate has abandoned us.,caesar,命運已經拋棄了我們。
gup_crew_25_hippo/sentences/vehicle_destroyed_03.json,Commander! I remember seeing that tree before!,saemonza,車長！我記得以前看過那棵樹！
gup_crew_25_hippo/sentences/vehicle_destroyed_04.json,Victory is often a matter of luck.,oryou,勝利往往是靠運氣。
gup_crew_25_hippo/sentences/vehicle_destroyed_04.json,"Ugh, let's get out!",caesar,呃，我們撤退吧！
gup_crew_25_hippo/sentences/vehicle_destroyed_05.json,Our roles to play in this have come to an end.,caesar,我們在這裡的角色已經落幕了。
gup_crew_25_hippo/sentences/vehicle_destroyed_05.json,Matabei Goto would say it is alright if we win next time.,saemonza,後藤又兵衛會說，下次贏回來就好了。
